CD_MUN,lat,long,Município,UF,População 2022,GRUPO,TEXTO
4128302,-52.109113,-23.067022,Uniflor,PR,2.136,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1064 integrantes."
3158706,-44.066118,-21.636925,Santana do Garambéu,MG,2.137,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1063 integrantes."
2209450,-42.702659,-6.050071,Santo Antônio dos Milagres,PI,2.138,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1062 integrantes."
4125555,-52.612409,-23.372318,São Manoel do Paraná,PR,2.138,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1062 integrantes."
3132800,-43.351266,-19.396353,Itambé do Mato Dentro,MG,2.142,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1058 integrantes."
4315057,-54.657181,-27.591937,Porto Mauá,RS,2.142,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1058 integrantes."
5220280,-49.827028,-15.366527,São Patrício,GO,2.143,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1057 integrantes."
4110052,-53.086912,-24.68784,Iguatu,PR,2.144,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1056 integrantes."
4314134,-52.394694,-27.709618,Paulo Bento,RS,2.144,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1056 integrantes."
4313441,-53.167122,-27.561814,Novo Tiradentes,RS,2.146,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1054 integrantes."
4302584,-53.751779,-28.354319,Bozano,RS,2.151,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1049 integrantes."
4321626,-52.087564,-29.282677,Travesseiro,RS,2.152,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1048 integrantes."
1101468,-61.545307,-13.173876,Pimenteiras do Oeste,RO,2.156,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1044 integrantes."
3533106,-51.645447,-21.322364,Nova Guataporanga,SP,2.156,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1044 integrantes."
3170602,-46.336151,-20.431277,Vargem Bonita,MG,2.158,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1042 integrantes."
5209457,-49.730627,-14.699379,Guarinos,GO,2.161,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1039 integrantes."
4313334,-53.703674,-28.076182,Nova Ramada,RS,2.163,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1037 integrantes."
3142502,-44.02312,-18.387917,Monjolos,MG,2.169,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1031 integrantes."
2800100,-36.921469,-10.165639,Amparo do São Francisco,SE,2.170,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1030 integrantes."
4314753,-51.640804,-29.446077,Poço das Antas,RS,2.171,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1029 integrantes."
3103207,-44.218444,-19.234842,Araçaí,MG,2.181,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1019 integrantes."
4211850,-52.278758,-26.711533,Ouro Verde,SC,2.181,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1019 integrantes."
4210555,-52.63007,-26.812383,Marema,SC,2.184,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1016 integrantes."
3124609,-42.467085,-21.706503,Estrela Dalva,MG,2.186,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1014 integrantes."
4202578,-53.095288,-26.684021,Bom Jesus do Oeste,SC,2.187,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1013 integrantes."
5209291,-50.05017,-15.672772,Guaraíta,GO,2.188,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1012 integrantes."
4109104,-52.826091,-23.325207,Guaporema,PR,2.191,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1009 integrantes."
1718451,-48.882359,-10.422515,Pugmil,TO,2.193,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 1007 integrantes."
1703883,-48.374543,-7.045121,Carmolândia,TO,2.201,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 999 integrantes."
3514205,-50.528285,-20.117241,Dolcinópolis,SP,2.207,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 993 integrantes."
4319711,-51.760987,-29.056801,São Valentim do Sul,RS,2.207,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 993 integrantes."
4305850,-52.759187,-28.130814,Coqueiros do Sul,RS,2.211,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 989 integrantes."
5104500,-58.597592,-15.335202,Indiavaí,MT,2.213,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 987 integrantes."
3114907,-43.938017,-20.836186,Casa Grande,MG,2.214,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 986 integrantes."
4211892,-50.072135,-27.96363,Painel,SC,2.215,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 985 integrantes."
1718899,-49.295031,-10.96997,Santa Rita do Tocantins,TO,2.219,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 981 integrantes."
2517407,-37.096252,-8.076611,Zabelê,PB,2.228,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 972 integrantes."
4302220,-53.8376,-28.656086,Boa Vista do Cadeado,RS,2.229,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 971 integrantes."
1715259,-46.570361,-11.779015,Novo Jardim,TO,2.230,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 970 integrantes."
3147808,-44.261507,-22.182923,Passa Vinte,MG,2.233,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 967 integrantes."
2500734,-37.039356,-7.56065,Amparo,PB,2.234,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 966 integrantes."
4115903,-52.746143,-23.202385,Mirador,PR,2.238,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 962 integrantes."
3165602,-42.909189,-21.770438,Senador Cortes,MG,2.240,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 960 integrantes."
3549300,-51.673044,-21.22345,São João do Pau d'Alho,SP,2.242,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 958 integrantes."
1711803,-49.110333,-8.140808,Juarina,TO,2.243,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 957 integrantes."
4209201,-51.590311,-27.250882,Lacerdópolis,SC,2.248,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 952 integrantes."
4314464,-51.21941,-27.853581,Pinhal da Serra,RS,2.248,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 952 integrantes."
4311239,-53.041725,-29.502506,Lagoa Bonita do Sul,RS,2.251,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 949 integrantes."
4319752,-51.372487,-29.382402,São Vendelino,RS,2.251,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 949 integrantes."
5215801,-48.397373,-17.306391,Palmelo,GO,2.259,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 941 integrantes."
4314555,-55.244427,-28.065224,Pirapó,RS,2.260,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 940 integrantes."
2210383,-42.272991,-5.818825,São Miguel da Baixa Grande,PI,2.269,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 931 integrantes."
4205191,-49.652921,-28.990337,Ermo,SC,2.269,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 931 integrantes."
4302238,-53.461502,-28.86524,Boa Vista do Incra,RS,2.271,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 929 integrantes."
2407906,-35.809032,-6.429878,Monte das Gameleiras,RN,2.276,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 924 integrantes."
1717206,-48.239449,-6.738636,Piraquê,TO,2.282,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 918 integrantes."
2502201,-38.630207,-6.822779,Bom Jesus,PB,2.286,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 914 integrantes."
3156205,-43.028565,-21.641014,Rochedo de Minas,MG,2.291,A,"O município não atingiria a quantidade mínima recomendada de componentes, considerando toda a sua população; faltariam 909 integrantes."
